	Sentiment Analysis	Sentiment Analysis	Sentiment Analysis	Sentiment Analysis	Sentiment Analysis	Sentiment Analysis	Fairness & Truthfulness	Fairness & Truthfulness	Fairness & Truthfulness	Fairness & Truthfulness	Reading Comprehension	Reading Comprehension	Reading Comprehension	World Knowledge	World Knowledge	World Knowledge	World Knowledge	World Knowledge	World Knowledge	World Knowledge	World Knowledge	World Knowledge	World Knowledge	World Knowledge	World Knowledge	World Knowledge	World Knowledge	World Knowledge	World Knowledge	World Knowledge	World Knowledge	Commonsense Reasoning	Commonsense Reasoning	Norwegian Language	Norwegian Language	Norwegian Language	Norwegian Language	Norwegian Language	Norwegian Language	Norwegian Language	Summarization	Summarization	Translation	Translation	Translation	Translation	Translation	Translation	Translation	Translation	Translation	Translation	Translation	Translation	Translation	Translation	Translation	Translation	Translation	Translation	Variation & Readability	Variation & Readability	Variation & Readability	Variation & Readability	Variation & Readability	Variation & Readability
	norec_sentence_nb	norec_sentence_nb	norec_sentence_nb	norec_sentence_nb	norec_document_nb	norec_document_nb	mimir_bias	nortruthfulqa_mc_nb	nortruthfulqa_mc_nn	nortruthfulqa_gen_nb	norbelebele_nb	norquad_nb	norquad_nb	nrk_nb	nrk_nn	noropenbookqa_nb	noropenbookqa_nb	noropenbookqa_nb	noropenbookqa_nb	noropenbookqa_nn	noropenbookqa_nn	noropenbookqa_nn	noropenbookqa_nn	noropenbookqa_nb_use_fact	noropenbookqa_nb_use_fact	noropenbookqa_nb_use_fact	noropenbookqa_nb_use_fact	noropenbookqa_nn_use_fact	noropenbookqa_nn_use_fact	noropenbookqa_nn_use_fact	noropenbookqa_nn_use_fact	norcommonsenseqa_nb	norcommonsenseqa_nn	ncb	ask_gec_nb	ask_gec_nb	ask_gec_nb	ask_gec_nb	noridiom_nb	noridiom_nn	norsumm_nb	norsumm_nn	tatoeba_eng_nno_nn	tatoeba_eng_nno_nn	tatoeba_eng_nno_nn	tatoeba_eng_nno_nn	tatoeba_nno_eng_nn	tatoeba_nno_eng_nn	tatoeba_nno_eng_nn	tatoeba_nno_eng_nn	tatoeba_eng_nob_nb	tatoeba_eng_nob_nb	tatoeba_eng_nob_nb	tatoeba_eng_nob_nb	tatoeba_nob_eng_nb	tatoeba_nob_eng_nb	tatoeba_nob_eng_nb	tatoeba_nob_eng_nb	tatoeba_nob_nno_nb	tatoeba_nno_nob_nn	inverse_compression_nob	min_max_lix_nob	inverse_sb_nob	inverse_compression_nno	min_max_lix_nno	inverse_sb_nno
Model																																																																		
extended	48.40681572876223	75.58626465661642	82.09020651472318	88.79005839623986	55.283438570913425	65.39552330155777	75.36540803897685	52.63157894736842	50.877192982456144	25.18179798884765	30.555555555555557	45.55427932597478	48.19933512635569	48.97222222222222	59.924812030075195	30.490956072351423	32.041343669250644	34.883720930232556	35.400516795865634	35.55555555555556	30.0	31.11111111111111	32.22222222222222	43.611111111111114	43.333333333333336	45.83333333333333	46.111111111111114	34.44444444444444	33.33333333333333	32.22222222222222	34.44444444444444	43.57864357864358	38.94736842105263	79.52380952380952	7.94	30.29	37.07	41.65	36.784220234615404	32.58523479845179	47.39028409090108	34.610031714834456	14.948870277095407	45.50011294261733	44.59017135256423	45.10730836257573	10.379039247051761	55.66743596418284	55.428262816701576	57.15808416501969	19.718003835519163	55.62003202741603	56.6674141660918	57.074225932203774	10.89791136704462	55.152713821754084	56.392314280992885	57.295736377489845	11.658695997938201	12.501189890937518	40.32420662	59.86015	72.68	41.91114837	73.030525	77.2965
base	70.09113396267723	63.01282955026082	65.60100388923976	68.82039527916842	68.98816981181322	67.02631265221315	78.17435249526216	58.3732057416268	54.385964912280706	23.122931425543374	28.77777777777778	40.589245646865514	47.29986465530602	45.80555555555556	54.285714285714285	31.007751937984494	32.81653746770026	33.33333333333333	35.400516795865634	32.22222222222222	28.888888888888886	31.11111111111111	26.666666666666668	41.66666666666667	42.5	42.5	44.44444444444444	32.22222222222222	31.11111111111111	34.44444444444444	34.44444444444444	42.857142857142854	36.84210526315789	77.26190476190476	4.75	26.179999999999996	34.25	37.5	24.14682624954802	14.221165897489794	37.62468873329529	27.26693371990472	12.301418833835095	41.79835401361504	42.72914579668403	44.28767573570696	12.86082632690493	52.48149741179438	53.64248447499641	55.100973465274826	13.648271722627259	50.773289148514074	54.185678073581045	54.421366836079194	10.071595345561468	53.22816625761014	54.65533307857651	55.12683199194701	15.992701786134583	24.35970694139029	40.03683389	57.0525825	72.8016	41.90763557	67.601785	78.586
base + books	70.71217494089834	59.37731571088868	74.7861078204622	82.11656441717791	62.96235214956229	70.28764721952405	78.125	59.33014354066985	56.14035087719298	27.01728396600223	27.666666666666668	35.58858980460342	39.10019836289608	44.52777777777778	53.00751879699248	29.457364341085274	29.97416020671835	32.81653746770026	36.17571059431525	32.22222222222222	31.11111111111111	30.0	25.555555555555554	41.388888888888886	41.94444444444444	42.77777777777778	45.55555555555556	32.22222222222222	30.0	34.44444444444444	37.77777777777778	44.44444444444444	34.73684210526316	83.80952380952381	10.68	30.39	35.52	37.830000000000005	57.44519645639047	27.679680595186007	31.870235983141455	27.74822468171824	4.723512853617469	40.3952071314306	42.13173690111893	43.87737574520905	8.78529592099854	47.962622124483445	53.69267659509792	55.41683281776898	10.632340990639033	50.26462053303499	55.26221913451511	55.813429306882654	10.271387513533295	50.19502214296263	54.746218102153435	55.73329089827695	12.757572191096468	8.479467488167105	39.20799843	61.899285	71.0419	41.41644233	76.608565	77.2907
base + newspapers	57.10778007971005	62.38965095749016	74.91327278612366	83.84718710215935	68.80623132735808	69.29337204922223	77.58620689655173	47.84688995215311	43.859649122807014	22.85697289826736	30.22222222222222	36.993047452713824	40.36415264300256	45.83333333333333	55.18796992481203	28.42377260981912	32.81653746770026	33.59173126614987	34.366925064599485	33.33333333333333	26.666666666666668	35.55555555555556	30.0	39.72222222222222	40.833333333333336	42.77777777777778	45.0	32.22222222222222	31.11111111111111	31.11111111111111	33.33333333333333	40.83694083694084	34.73684210526316	81.07142857142857	5.319999999999999	25.34	32.65	34.02	74.91077074812806	42.6376394456195	29.838178502347073	28.68737349258728	28.175257371867886	41.8886282231725	44.12674301463889	44.96265483315292	35.063173045972846	51.25116117717265	53.04637260516419	54.404284232247626	34.4236295594473	52.85813668168441	53.87533253013912	54.24039374764313	36.89010633021041	52.176915656294504	53.50967501026673	53.96649612807062	64.20310487534377	45.30722221597817	40.67355406	62.691685	72.1036	42.01857221	71.04502	76.5547
base + books + newspapers	65.06946538794057	63.72172133414459	75.35377358490565	84.56283429539798	68.35060213812896	73.32491267426029	76.76799007444168	58.85167464114832	50.877192982456144	25.75345868368686	27.77777777777778	37.65564243216333	42.40552106916017	44.916666666666664	54.51127819548872	29.71576227390181	30.490956072351423	33.33333333333333	36.434108527131784	32.22222222222222	32.22222222222222	30.0	30.0	42.5	40.833333333333336	41.388888888888886	45.55555555555556	32.22222222222222	28.888888888888886	33.33333333333333	35.55555555555556	44.58874458874459	38.94736842105263	84.04761904761905	7.84	29.76	35.19	36.870000000000005	59.057058198849255	28.47849642737429	36.12788104867892	27.597570672802693	4.8814042467816625	39.943349051241455	42.716894076388364	45.077933636577136	7.650596545180007	48.47782765181014	53.644497988188405	55.14658948817531	10.22994942420121	52.21497635728445	55.304716226557936	55.72628192733352	10.484609106246698	51.24621572553766	54.67217710223782	55.62399692238406	16.639855091572684	11.79929769175992	40.25116728	62.991205	71.7438	42.02740187	73.4517775	77.1318
base + fiction books	66.13494191242182	67.60793541850508	73.07337028239641	79.34805547181188	63.45787155270699	68.97108378290618	77.15087281795512	45.45454545454545	43.859649122807014	25.48609885843061	27.666666666666668	38.24087766750073	39.76049981943105	42.97222222222222	49.473684210526315	28.68217054263566	29.97416020671835	31.52454780361757	31.266149870801037	32.22222222222222	31.11111111111111	33.33333333333333	27.77777777777778	39.44444444444444	42.22222222222222	43.333333333333336	45.55555555555556	32.22222222222222	30.0	34.44444444444444	35.55555555555556	44.877344877344875	37.89473684210527	83.92857142857143	8.61	21.47	31.94	34.32	26.930503973963248	19.52636466755581	30.855551623822908	25.970056081971585	4.704738669011398	40.40846996257847	41.76702610762946	42.667747672596555	5.634941553350418	44.87624487064305	52.68217243767161	54.46553985114272	8.069367941825005	50.52162684376633	53.79476096156258	54.20844859932439	7.531058795476819	49.47515448200302	52.821867484604496	54.29900861397409	9.186172967049146	8.92516972562235	40.01440519	74.873205	69.211	41.51617055	85.025755	75.3629
base + nonfiction books	70.09878312677402	54.896109637488955	76.78601724991603	85.79780755176614	62.490437431706034	66.8059049249438	77.7324120603015	60.76555023923444	63.1578947368421	24.3874663149277	28.999999999999996	34.67782936855853	34.218931917178125	43.833333333333336	53.609022556390975	28.68217054263566	29.71576227390181	32.81653746770026	36.95090439276486	32.22222222222222	27.77777777777778	30.0	23.333333333333332	40.0	41.388888888888886	44.44444444444444	45.27777777777778	32.22222222222222	30.0	31.11111111111111	34.44444444444444	43.43434343434344	37.89473684210527	84.16666666666667	13.26	30.53	35.620000000000005	36.59	57.685312890536736	31.497707058804362	32.633378926969336	26.41071940339425	5.581007306991967	41.20614804976962	43.0168918759409	45.59079094225523	9.631253387235581	50.40020753868803	53.771744243816755	54.83220154186964	9.876486684404416	50.54035533149295	55.07156565376415	55.66536814363972	10.542187176271563	50.01336224567469	54.32550056162396	55.371174196794065	12.033894741976345	9.789932580341066	38.96205096	57.0105375	72.1191	41.81825785	72.3413	78.5838
base + nonfiction books + newspapers	64.60059915153708	63.79193722943724	79.45157197236712	85.84518267515386	72.13583478295375	71.49335429614243	78.92219387755102	56.45933014354066	56.14035087719298	24.11475281891977	28.999999999999996	37.37704739056493	44.319325967852144	45.0	55.18796992481203	29.457364341085274	31.266149870801037	32.81653746770026	36.17571059431525	32.22222222222222	28.888888888888886	31.11111111111111	27.77777777777778	40.55555555555556	41.388888888888886	42.5	45.83333333333333	32.22222222222222	32.22222222222222	34.44444444444444	36.666666666666664	44.300144300144304	41.05263157894737	82.14285714285714	7.91	30.08	35.199999999999996	36.559999999999995	64.04641033372374	35.258884922226585	32.81386537833686	28.750629659336013	5.053152585253715	42.40567983869334	42.87009196244971	45.435509054581615	9.968867924832447	49.842671059907815	53.50285393759322	55.02710751174252	9.214916382587056	51.04118110616748	54.982986865156064	55.73285207957635	12.578000516572883	49.358237533920324	54.50095971467562	55.356196550077485	14.401647168353257	17.05624131537576	40.04966158	62.3585475	71.838	42.08045784	72.84494	77.4321
base + original books	70.87795716112532	62.09097366025429	76.41790182311982	83.87988718686059	63.503724683170425	67.04471209884218	80.51398828887443	61.72248803827751	54.385964912280706	25.115272348887487	28.22222222222222	33.49578768942982	37.514894038277866	44.97222222222222	54.58646616541354	28.940568475452196	29.71576227390181	32.299741602067186	35.65891472868217	32.22222222222222	26.666666666666668	33.33333333333333	28.888888888888886	40.833333333333336	40.0	42.5	44.166666666666664	32.22222222222222	34.44444444444444	34.44444444444444	36.666666666666664	45.310245310245314	36.84210526315789	84.88095238095238	9.94	30.14	35.3	36.57	59.14803411072064	31.556055674802973	31.549131122799338	25.923146781215404	4.879612082345789	39.85621033295951	42.59889211091038	44.71805500218177	8.694367189196713	50.725051562160324	53.85397379065931	55.291792659042486	11.896920271812053	49.8866036726989	54.90010099502806	55.688249330821776	9.744685106794032	51.335243405413955	54.58264214705169	55.64887985502852	13.039855970166995	8.766193371316191	39.15733417	59.336895	72.3795	41.5644873	75.014835	77.5432
base + original books + newspapers	62.88773148148148	68.53993216157879	75.49390500210171	83.15564415937129	65.11647326088293	72.28665570429096	78.17435249526216	55.980861244019145	57.89473684210527	25.67005905875094	28.000000000000004	36.17800079407443	42.83823703154323	44.333333333333336	55.037593984962406	29.71576227390181	30.749354005167955	33.59173126614987	36.434108527131784	32.22222222222222	28.888888888888886	31.11111111111111	27.77777777777778	39.44444444444444	40.0	41.66666666666667	45.55555555555556	32.22222222222222	31.11111111111111	33.33333333333333	36.666666666666664	45.02164502164502	37.89473684210527	83.80952380952381	7.93	29.7	35.24	36.74	61.87400099494037	32.83475114522497	34.34063136754036	26.99904068092186	4.867005467041775	40.81785647976435	43.03851374936716	44.43665445960026	9.916841901571239	47.95900916428716	53.398337762388145	55.598089372296485	9.33565111095098	52.60672356200981	54.96241582175325	55.488172791395044	12.646572107308666	50.1230825534302	54.399650563108814	55.351363122568365	16.442273410155554	16.526474321352442	40.02081082	62.2350425	71.7394	41.79553624	72.9655525	76.9432
base + translated books	58.57126888314011	57.0614338639417	68.52975993181497	78.0884337427024	62.28046320832023	66.34289327628171	79.42875481386393	43.54066985645933	43.859649122807014	26.026113725009107	26.555555555555554	40.12286924325065	42.525079343161124	44.0	50.150375939849624	29.457364341085274	31.266149870801037	34.883720930232556	36.69250645994832	32.22222222222222	28.888888888888886	31.11111111111111	26.666666666666668	41.11111111111111	40.833333333333336	45.0	44.72222222222222	32.22222222222222	37.77777777777778	34.44444444444444	36.666666666666664	45.5988455988456	41.05263157894737	83.80952380952381	12.46	25.72	31.9	35.35	34.71295219429557	20.662091644928704	29.89545046166918	25.126220010218177	4.842781703178762	38.57101734441803	40.877344795953405	42.67169071612275	8.342836612767774	45.52140151606535	52.22394452645731	53.06691703777972	9.395788046937925	51.45635058157011	54.31171966066256	54.817387822406474	7.4533697924609	49.89389916239713	52.85816680038979	54.1173135973731	8.456110032812227	8.717034846031398	39.71721344	65.8302175	69.7556	41.76760505	79.5463275	76.2794
extended (warm)	44.967332739383146	84.73330110385947	81.49881164587048	87.12872744399635	66.54718289287989	86.00358836405519	89.93459302325581	46.889952153110045	57.89473684210527	23.840522584525367	35.66666666666667	50.43341354038756	69.91760884196772	56.388888888888886	66.54135338345864	36.17571059431525	39.53488372093023	40.56847545219638	39.79328165374677	31.11111111111111	32.22222222222222	31.11111111111111	33.33333333333333	45.0	54.166666666666664	58.88888888888889	57.77777777777777	37.77777777777778	51.11111111111111	46.666666666666664	53.333333333333336	53.246753246753244	45.26315789473684	54.88095238095239	28.18	44.35	48.3	50.580000000000005	46.34132037117111	42.10489793810903	42.48522146082886	29.800875092780473	13.075950855961473	46.56795118422638	45.84048384305948	46.83858191658029	11.39537714553647	58.710274556229564	59.30093631558713	59.95044655477498	19.138032526825967	58.61982668993449	59.25473738946668	59.329953488371515	15.654050636545803	59.253731083330685	59.85747885992777	60.5345100594092	17.738827969486213	10.485850871827024	40.62728528	59.0394425	73.5371	42.36390595	72.7100875	78.4154
base (warm)	54.81028489364637	85.65130389187917	88.90384886507825	86.61250287038959	59.489592645660096	87.44073090310673	70.39249146757679	57.89473684210527	50.877192982456144	25.970479040503616	37.22222222222222	48.161293012738916	67.73664099076048	55.94444444444444	64.9624060150376	33.33333333333333	43.41085271317829	45.99483204134367	46.51162790697674	30.0	32.22222222222222	36.666666666666664	34.44444444444444	45.0	61.94444444444444	63.33333333333333	63.33333333333333	36.666666666666664	46.666666666666664	47.77777777777778	52.22222222222223	47.61904761904761	48.421052631578945	80.95238095238095	22.22	44.5	47.74	50.080000000000005	36.22975254998971	30.79095805991804	39.77840823671633	31.982915953830535	9.266553245974565	47.06647304569861	46.03746457475495	47.5345463228695	19.19279684370548	58.187941489560096	58.80797151044888	60.17142003056592	9.63883142604164	57.92869087173742	58.67504887707213	58.69449799576176	11.204135283684515	58.80037321363857	59.24064596790058	59.74048057035781	9.725272791070992	10.955282797121141	40.43344655	56.970995	74.1926	42.25649694	70.186515	79.0536
Mistral-7B-v0.1	66.48208666182522	79.36804853387261	81.91687344913151	84.9120082815735	71.31994920526783	91.90608558876173	89.93459302325581	71.29186602870813	73.68421052631578	24.80105641443819	42.66666666666667	47.78318024403743	70.68731022162879	42.52777777777778	39.54887218045113	38.24289405684754	56.84754521963824	59.9483204134367	58.91472868217055	34.44444444444444	55.55555555555556	52.22222222222223	54.44444444444444	66.11111111111111	72.77777777777777	78.88888888888889	78.61111111111111	55.55555555555556	67.77777777777779	76.66666666666667	72.22222222222221	39.39393939393939	32.631578947368425	72.26190476190476	0.263	0.2555	0.2969	0.3118	13.664852284255268	8.859417113781204	8.60925188248448	11.575138696893976	12.90977178830414	13.78933401953132	15.034514085164586	16.346301800116333	44.830948976578014	47.19761919096414	49.9823412010834	51.006128250063284	33.63477390874024	35.468181487811194	35.82778319048384	36.57871944375273	53.78459555078047	55.95907808157824	57.269869246353615	57.34391960214584	31.44374356439939	56.610244445098076						
extended instruct	47.307012858962246	78.42105780348714	84.6650510463538	87.83178834638416	61.66486486486487	69.96524229309777	75.45731707317073	35.88516746411483	35.08771929824561	37.982112754974764	29.777777777777775	39.533191844648904	47.572692945534996	49.611111111111114	60.150375939849624	31.266149870801037	33.850129198966414	35.400516795865634	36.434108527131784	35.55555555555556	26.666666666666668	28.888888888888886	25.555555555555554	45.0	43.611111111111114	47.5	48.61111111111111	34.44444444444444	33.33333333333333	33.33333333333333	35.55555555555556	48.1962481962482	38.94736842105263	79.16666666666666	0.1862	0.2733	0.3512	0.4078	57.579229415269815	48.33171469705136	40.17015717791882	32.63929143893402	43.38565915203402	45.82742667051046	45.101389117898435	45.57308201251088	47.19621399574504	56.08944278537203	55.4231365238249	57.408709578410786	38.506327968545904	55.39561998788375	56.78958737261509	57.10238421908362	41.56646711671949	55.60362254762039	56.61498539195975	57.20987607076899	64.75512817225585	45.519930407603866	39.26650175	55.965225	72.1908	41.27455836	69.519595	77.5127
base instruct	70.55555555555556	64.60764768216679	63.86568177958907	65.68539602220817	66.34224585934115	68.33633214409276	79.47976878612717	42.10526315789473	42.10526315789473	38.68002799847032	27.111111111111114	35.14093999927407	45.42877234746883	45.611111111111114	52.48120300751879	31.52454780361757	33.59173126614987	33.33333333333333	35.65891472868217	32.22222222222222	27.77777777777778	26.666666666666668	23.333333333333332	41.11111111111111	43.888888888888886	43.888888888888886	47.77777777777778	33.33333333333333	30.0	33.33333333333333	32.22222222222222	45.16594516594517	38.94736842105263	77.14285714285715	0.1713	0.2482	0.4764	0.3409	51.749586462053585	37.582646844785614	39.263998024724735	31.021062704334767	32.28291955343469	42.78009298640083	42.898576842588035	44.81231630103461	41.71843795799822	52.769087069280076	53.89737175180581	56.0352036309434	38.51641402388261	51.915745706596205	54.081126516313205	54.593878897733894	35.893695004133	53.77815782009676	54.76858211001585	55.37256755877206	60.795071456220036	81.34268944325316	38.93626134	53.4002175	72.483	41.01218062	65.7630625	78.4766
